blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,17,10,34,67,0.37037037037037035
Gemma,117,1,8,2,0.00847457627118644
GPT4o,90,36,1,1,0.2857142857142857
Mixtral,113,15,0,0,0.1171875
MixtralExpert,122,6,0,0,0.046875
Phi,122,5,1,0,0.03937007874015748
