blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,18,9,35,66,0.3333333333333333
Gemma,102,16,2,8,0.13559322033898305
GPT4o,0,126,0,2,1.0
Mixtral,127,1,0,0,0.0078125
MixtralExpert,120,8,0,0,0.0625
Phi,126,1,1,0,0.007874015748031496
