blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
CodeLlama,7,17,14,90,0.7083333333333334
Gemma,53,57,3,15,0.5181818181818182
GPT4o,123,3,2,0,0.023809523809523808
Mixtral,52,73,0,3,0.584
MixtralExpert,70,51,2,5,0.4214876033057851
Phi,118,4,4,2,0.03278688524590164
