blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
7362-FileCoinCash.FileCoinCash,112,14,2,0,0.1111111111111111
8526-InitialMTTokenIMT._transferFrom,124,2,2,0,0.015873015873015872
8002-LiterallyMinecraft.getCatImage,125,1,2,0,0.007936507936507936
