,case_name,before,after,decrease,decrease_rate
0,11_access_control,3.451499581336975,1.581554353237152,1.869945228099823,0.5417776198528408
1,12_access_control,10.690905332565308,3.4957265853881836,7.195178747177124,0.6730186568260094
2,13_access_control,2.2443410754203796,1.1026604771614075,1.1416805982589722,0.5086930015951912
3,14_access_control,7.47944301366806,2.2480579018592834,5.231385111808777,0.699435118664432
4,15_access_control,11.900361895561218,4.203364014625549,7.696997880935669,0.6467868749274436
5,16_access_control,10.287675321102142,2.6553070545196533,7.632368266582489,0.7418943569230775
6,17_access_control,23.073756456375122,4.7130348682403564,18.360721588134766,0.7957404605032061
7,18_access_control,5.856880605220795,1.9423490762710571,3.9145315289497375,0.6683645771198312
8,19_access_control,9.374555468559265,2.937397301197052,6.437158167362213,0.6866627637919894
9,20_access_control,5.554629921913147,1.6262656450271606,3.9283642768859863,0.7072234031989235
10,21_access_control,23.234268009662628,4.443999648094177,18.79026836156845,0.8087308088963244
11,22_access_control,5.421728014945984,1.7259474992752075,3.6957805156707764,0.6816609954395871
12,23_access_control,27.051424026489258,4.796686053276062,22.254737973213196,0.8226826784209564
13,24_access_control,12.59024566411972,2.484066426753998,10.106179237365723,0.8026991297053712
14,25_access_control,22.574502170085907,4.133536159992218,18.44096601009369,0.8168935851232334
15,26_access_control,5.353556036949158,2.693066716194153,2.660489320755005,0.4969574059546304
16,27_unchecked_low_level_calls,28.976336300373077,4.351666748523712,24.624669551849365,0.8498199805726412
17,28_unchecked_low_level_calls,11.546514451503754,4.042837679386139,7.503676772117615,0.6498651002978979
18,29_unchecked_low_level_calls,28.512913644313812,3.9841613173484802,24.528752326965332,0.8602681799885779
19,30_unchecked_low_level_calls,14.950973331928253,7.689819157123566,7.2611541748046875,0.48566431185441783
20,31_unchecked_low_level_calls,51.5922110080719,8.275517284870148,43.31669372320175,0.8395975453818911
21,32_unchecked_low_level_calls,3.923932433128357,1.7521792650222778,2.171753168106079,0.5534634464576261
22,33_unchecked_low_level_calls,21.39145016670227,3.6403608322143555,17.751089334487915,0.8298216902619857
23,34_unchecked_low_level_calls,42.149769604206085,7.6550217270851135,34.49474787712097,0.8183852059224251
24,35_unchecked_low_level_calls,29.768247425556183,4.3237462639808655,25.444501161575317,0.8547530796096209
25,36_unchecked_low_level_calls,3.2700818181037903,1.6565163731575012,1.613565444946289,0.493432744102391
26,37_unchecked_low_level_calls,61.34426736831665,11.260696351528168,50.08357101678848,0.8164344145815956
27,38_unchecked_low_level_calls,3.1375275254249573,1.6341422200202942,1.503385305404663,0.47916242749170446
28,39_unchecked_low_level_calls,5.463163197040558,1.8073202967643738,3.655842900276184,0.6691806135787021
29,40_unchecked_low_level_calls,1.5274550318717957,0.7913007736206055,0.7361542582511902,0.48194823604664916
30,41_unchecked_low_level_calls,2.9658899307250977,1.197273850440979,1.7686160802841187,0.5963188525515272
31,42_unchecked_low_level_calls,29.397296965122223,4.282644212245941,25.11465275287628,0.8543184355579702
32,43_unchecked_low_level_calls,19.251700222492218,3.232839047908783,16.018861174583435,0.832075140868245
33,44_unchecked_low_level_calls,27.993347942829132,3.969984531402588,24.023363411426544,0.8581811457668267
34,45_unchecked_low_level_calls,1.5591764450073242,0.7908703088760376,0.7683061361312866,0.4927640733616121
35,46_unchecked_low_level_calls,40.044538259506226,4.474153101444244,35.57038515806198,0.8882705783133329
36,47_unchecked_low_level_calls,3.352689743041992,1.7677959203720093,1.584893822669983,0.47272308031460225
37,48_unchecked_low_level_calls,52.86141258478165,8.77395385503769,44.08745872974396,0.834019686080738
38,49_unchecked_low_level_calls,29.55158543586731,4.3925705552101135,25.159014880657196,0.8513592252184626
39,50_unchecked_low_level_calls,29.469312131404877,4.353370189666748,25.11594194173813,0.8522744551941053
40,51_unchecked_low_level_calls,23.48334312438965,2.908542037010193,20.574801087379456,0.8761444645422142
41,52_unchecked_low_level_calls,49.75082743167877,8.142461121082306,41.608366310596466,0.8363351618168745
42,53_unchecked_low_level_calls,25.80845421552658,5.223243296146393,20.585210919380188,0.7976150275205539
43,54_unchecked_low_level_calls,50.900042116642,8.097932815551758,42.80210930109024,0.8409051843808966
44,55_unchecked_low_level_calls,29.778853356838226,4.330916702747345,25.44793665409088,0.8545640206205986
45,56_unchecked_low_level_calls,43.933945655822754,7.387468457221985,36.54647719860077,0.8318505577647135
46,57_unchecked_low_level_calls,3.5014488697052,1.603437602519989,1.8980112671852112,0.54206453894185
47,58_unchecked_low_level_calls,51.04400545358658,7.5704585313797,43.47354692220688,0.8516876082880411
48,59_unchecked_low_level_calls,20.373724699020386,3.957980990409851,16.415743708610535,0.8057311047007443
49,60_unchecked_low_level_calls,43.10940361022949,4.442681968212128,38.666721642017365,0.896944016939313
50,61_unchecked_low_level_calls,5.762660264968872,1.6673457622528076,4.0953145027160645,0.7106638799464584
51,62_unchecked_low_level_calls,26.050385653972626,3.6158196330070496,22.434566020965576,0.8611989979328523
52,63_unchecked_low_level_calls,11.310138404369354,2.9244130849838257,8.385725319385529,0.7414343679601604
53,64_unchecked_low_level_calls,3.54308158159256,1.6187193989753723,1.9243621826171875,0.543132337853823
54,65_unchecked_low_level_calls,52.06349152326584,8.022933602333069,44.04055792093277,0.8459009688440157
55,66_unchecked_low_level_calls,3.1542640328407288,1.6303695440292358,1.523894488811493,0.4831220446181464
56,67_unchecked_low_level_calls,29.372349083423615,4.222094833850861,25.150254249572754,0.8562561400227394
57,68_unchecked_low_level_calls,28.37144672870636,3.2067624926567078,25.164684236049652,0.8869721899161352
