blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
maximum-strong-pair-xor-ii-Solution2.maximumStrongPairXor,6,23,4,67,0.7931034482758621
wiggle-sort-ii-Solution2.wiggleSort,6,23,2,69,0.7931034482758621
campus-bikes-ii-Solution2.assignBikes,7,22,1,70,0.7586206896551724
confusing-number-ii-Solution2.confusingNumberII,7,22,2,69,0.7586206896551724
maximum-balanced-subsequence-sum-Solution3.maxBalancedSubsequenceSum,7,22,2,69,0.7586206896551724
cat-and-mouse-ii-Solution2.canMouseWin,8,21,0,71,0.7241379310344828
contain-virus-Solution.containVirus,8,21,2,69,0.7241379310344828
count-all-possible-routes-Solution.countRoutes,8,21,1,70,0.7241379310344828
escape-a-large-maze-Solution.isEscapePossible,8,21,2,69,0.7241379310344828
find-first-and-last-position-of-element-in-sorted-array-Solution.searchRange,8,21,7,64,0.7241379310344828
max-sum-of-sub-matrix-no-larger-than-k-Solution_TLE.maxSumSubmatrix,8,21,4,67,0.7241379310344828
maximum-number-of-moves-to-kill-all-pawns-Solution.maxMoves,8,21,5,66,0.7241379310344828
maximum-star-sum-of-a-graph-Solution.maxStarSum,8,21,1,70,0.7241379310344828
shortest-bridge-Solution.shortestBridge,8,21,1,70,0.7241379310344828
subarrays-distinct-element-sum-of-squares-ii-Solution2.sumCounts,8,21,5,66,0.7241379310344828
surrounded-regions-Solution.solve,8,21,0,71,0.7241379310344828
apply-operations-to-maximize-score-Solution.maximumScore,9,20,0,71,0.6896551724137931
check-if-there-is-a-path-with-equal-number-of-0s-and-1s-Solution.isThereAPath,9,20,0,71,0.6896551724137931
check-if-there-is-a-valid-path-in-a-grid-Solution.hasValidPath,9,20,2,69,0.6896551724137931
game-of-life-Solution.gameOfLife,9,20,5,66,0.6896551724137931
maximum-number-of-ones-Solution.maximumNumberOfOnes,9,20,2,69,0.6896551724137931
minimize-rounding-error-to-meet-target-Solution.minimizeError,9,20,5,66,0.6896551724137931
minimum-cost-walk-in-weighted-graph-Solution.minimumCost,9,20,0,71,0.6896551724137931
minimum-moves-to-move-a-box-to-their-target-location-Solution.minPushBox,9,20,3,68,0.6896551724137931
remove-invalid-parentheses-Solution.removeInvalidParentheses,9,20,0,71,0.6896551724137931
second-minimum-time-to-reach-destination-Solution2.secondMinimum,9,20,3,68,0.6896551724137931
sliding-puzzle-Solution2.slidingPuzzle,9,20,3,68,0.6896551724137931
sort-colors-Solution.sortColors,9,20,3,68,0.6896551724137931
subarrays-distinct-element-sum-of-squares-i-Solution2.sumCounts,9,20,2,69,0.6896551724137931
tiling-a-rectangle-with-the-fewest-squares-Solution.tilingRectangle,9,20,0,71,0.6896551724137931
two-city-scheduling-Solution.twoCitySchedCost,9,20,5,66,0.6896551724137931
construct-string-with-minimum-cost-easy-Solution3.minimumCost,10,19,1,70,0.6551724137931034
count-k-subsequences-of-a-string-with-maximum-beauty-Solution.countKSubsequencesWithMaxBeauty,10,19,2,69,0.6551724137931034
count-the-number-of-square-free-subsets-Solution2.squareFreeSubsets,10,19,2,69,0.6551724137931034
count-ways-to-make-array-with-product-Solution.waysToFillArray,10,19,4,67,0.6551724137931034
