blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
surrounded-regions-Solution.solve,14,77,0,9,0.8461538461538461
maximum-value-sum-by-placing-three-rooks-i-Solution.maximumValueSum,15,76,3,6,0.8351648351648352
candy-crush-Solution.candyCrush,18,73,0,9,0.8021978021978022
maximum-value-sum-by-placing-three-rooks-ii-Solution.maximumValueSum,18,73,3,6,0.8021978021978022
cherry-pickup-Solution.cherryPickup,22,69,0,9,0.7582417582417582
find-products-of-elements-of-big-array-Solution.findProductsOfElements,23,68,1,8,0.7472527472527473
count-anagrams-Solution.countAnagrams,24,67,0,9,0.7362637362637363
maximum-sum-of-3-non-overlapping-subarrays-Solution.maxSumOfThreeSubarrays,26,65,0,9,0.7142857142857143
get-biggest-three-rhombus-sums-in-a-grid-Solution.getBiggestThree,29,62,0,9,0.6813186813186813
cat-and-mouse-ii-Solution2.canMouseWin,30,61,2,7,0.6703296703296703
grid-illumination-Solution.gridIllumination,30,61,0,9,0.6703296703296703
find-k-pairs-with-smallest-sums-Solution.kSmallestPairs,31,60,0,9,0.6593406593406593
find-the-largest-palindrome-divisible-by-k-Solution.largestPalindrome,31,60,1,8,0.6593406593406593
number-of-ways-of-cutting-a-pizza-Solution.ways,31,60,0,9,0.6593406593406593
check-if-there-is-a-valid-path-in-a-grid-Solution.hasValidPath,32,59,0,9,0.6483516483516484
minimum-height-trees-Solution.findMinHeightTrees,32,59,2,7,0.6483516483516484
best-time-to-buy-and-sell-stock-iv-Solution.maxProfit,34,57,0,9,0.6263736263736264
bomb-enemy-Solution.maxKilledEnemies,34,57,0,9,0.6263736263736264
number-of-paths-with-max-score-Solution.pathsWithMaxScore,34,57,0,9,0.6263736263736264
perfect-rectangle-Solution.isRectangleCover,34,57,0,9,0.6263736263736264
shortest-path-with-alternating-colors-Solution.shortestAlternatingPaths,35,56,3,6,0.6153846153846154
k-highest-ranked-items-within-a-price-range-Solution.highestRankedKItems,36,55,1,8,0.6043956043956044
minimum-cost-to-reach-city-with-discounts-Solution.minimumCost,37,54,0,9,0.5934065934065934
sum-of-remoteness-of-all-cells-Solution.sumRemoteness,38,53,0,9,0.5824175824175825
erect-the-fence-Solution.outerTrees,39,52,1,8,0.5714285714285714
find-shortest-path-with-k-hops-Solution.shortestPathWithHops,39,52,1,8,0.5714285714285714
find-the-grid-of-region-average-Solution.resultGrid,39,52,1,8,0.5714285714285714
maximum-trailing-zeros-in-a-cornered-path-Solution.maxTrailingZeros,39,52,2,7,0.5714285714285714
apply-operations-to-maximize-score-Solution.maximumScore,41,50,3,6,0.5494505494505495
decode-ways-ii-Solution.numDecodings,42,49,0,9,0.5384615384615384
find-the-shortest-superstring-Solution.shortestSuperstring,42,49,2,7,0.5384615384615384
palindrome-partitioning-iii-Solution.palindromePartition,42,49,0,9,0.5384615384615384
majority-element-ii-Solution.majorityElement,44,47,3,6,0.5164835164835165
find-number-of-ways-to-reach-the-k-th-stair-Solution.waysToReachStair,45,46,3,6,0.5054945054945055
shortest-common-supersequence-Solution.shortestCommonSupersequence,45,46,1,8,0.5054945054945055
sum-game-Solution.sumGame,45,46,1,8,0.5054945054945055
build-a-matrix-with-conditions-Solution.buildMatrix,46,45,2,7,0.4945054945054945
maximum-number-of-moves-to-kill-all-pawns-Solution.maxMoves,46,45,3,6,0.4945054945054945
minimum-adjacent-swaps-for-k-consecutive-ones-Solution.minMoves,46,45,2,7,0.4945054945054945
count-the-number-of-winning-sequences-Solution.countWinningSequences,47,44,1,8,0.4835164835164835
distribute-repeating-integers-Solution.canDistribute,47,44,2,7,0.4835164835164835
process-tasks-using-servers-Solution.assignTasks,47,44,3,6,0.4835164835164835
shortest-path-to-get-food-Solution.getFood,47,44,4,5,0.4835164835164835
minimum-time-to-visit-a-cell-in-a-grid-Solution.minimumTime,49,42,2,7,0.46153846153846156
super-palindromes-Solution.superpalindromesInRange,49,42,3,6,0.46153846153846156
cheapest-flights-within-k-stops-Solution.findCheapestPrice,50,41,1,8,0.45054945054945056
sum-of-special-evenly-spaced-elements-in-array-Solution.solve,50,41,3,6,0.45054945054945056
smallest-integer-divisible-by-k-Solution.smallestRepunitDivByK,51,40,0,9,0.43956043956043955
strong-password-checker-Solution.strongPasswordChecker,52,39,1,8,0.42857142857142855
build-array-where-you-can-find-the-maximum-exactly-k-comparisons-Solution.numOfArrays,53,38,1,8,0.4175824175824176
minimum-cost-to-merge-stones-Solution.mergeStones,53,38,3,6,0.4175824175824176
number-of-atoms-Solution.countOfAtoms,53,38,2,7,0.4175824175824176
permutation-sequence-Solution.getPermutation,53,38,4,5,0.4175824175824176
stamping-the-grid-Solution.possibleToStamp,53,38,1,8,0.4175824175824176
maximum-average-pass-ratio-Solution.maxAverageRatio,55,36,2,7,0.3956043956043956
stamping-the-sequence-Solution.movesToStamp,56,35,0,9,0.38461538461538464
the-most-similar-path-in-a-graph-Solution.mostSimilar,56,35,3,6,0.38461538461538464
implement-magic-dictionary-MagicDictionary.find,59,32,2,7,0.3516483516483517
minimum-garden-perimeter-to-collect-enough-apples-Solution3.minimumPerimeter,59,32,1,8,0.3516483516483517
number-of-distinct-roll-sequences-Solution.distinctSequences,59,32,2,7,0.3516483516483517
rearrange-spaces-between-words-Solution.reorderSpaces,59,32,0,9,0.3516483516483517
maximize-score-after-n-operations-Solution.maxScore,60,31,4,5,0.34065934065934067
closest-subsequence-sum-Solution.minAbsDifference,61,30,0,9,0.32967032967032966
largest-color-value-in-a-directed-graph-Solution.largestPathValue,61,30,2,7,0.32967032967032966
minimum-jumps-to-reach-home-Solution.minimumJumps,61,30,4,5,0.32967032967032966
number-of-ways-to-reconstruct-a-tree-Solution.checkWays,61,30,3,6,0.32967032967032966
dice-roll-simulation-Solution.dieSimulator,62,29,1,8,0.31868131868131866
maximize-the-number-of-partitions-after-operations-Solution.maxPartitionsAfterOperations,62,29,1,8,0.31868131868131866
shortest-subarray-with-sum-at-least-k-Solution.shortestSubarray,62,29,3,6,0.31868131868131866
lfu-cache-LFUCache.update,63,28,3,6,0.3076923076923077
partition-array-into-two-arrays-to-minimize-sum-difference-Solution.minimumDifference,63,28,3,6,0.3076923076923077
find-median-from-data-stream-MedianFinder2.addNum,64,27,2,7,0.2967032967032967
maximum-score-of-a-node-sequence-Solution.maximumScore,65,26,2,7,0.2857142857142857
word-pattern-Solution.wordPattern,65,26,4,5,0.2857142857142857
execution-of-all-suffix-instructions-staying-in-a-grid-Solution.executeInstructions,66,25,0,9,0.27472527472527475
guess-the-majority-in-a-hidden-array-Solution.guessMajority,66,25,3,6,0.27472527472527475
maximum-of-absolute-value-expression-Solution.maxAbsValExpr,66,25,3,6,0.27472527472527475
next-permutation-Solution2.nextPermutation,66,25,4,5,0.27472527472527475
coin-path-Solution.cheapestJump,67,24,4,5,0.26373626373626374
encode-n-ary-tree-to-binary-tree-Codec.decodeHelper,67,24,2,7,0.26373626373626374
reachable-nodes-in-subdivided-graph-Solution.reachableNodes,67,24,3,6,0.26373626373626374
circular-array-loop-Solution.circularArrayLoop,68,23,3,6,0.25274725274725274
divide-two-integers-Solution2.divide,68,23,3,6,0.25274725274725274
number-of-pairs-of-interchangeable-rectangles-Solution.interchangeableRectangles,68,23,3,6,0.25274725274725274
strings-differ-by-one-character-Solution.differByOne,68,23,3,6,0.25274725274725274
flatten-nested-list-iterator-NestedIterator2.hasNext,70,21,2,7,0.23076923076923078
range-sum-query-2d-mutable-SegmentTreeNode.updateHelper,70,21,3,6,0.23076923076923078
double-modular-exponentiation-Solution.getGoodIndices,71,20,3,6,0.21978021978021978
number-of-different-subsequences-gcds-Solution.countDifferentSubsequenceGCDs,71,20,3,6,0.21978021978021978
random-pick-with-blacklist-Solution2.pick,72,19,3,6,0.2087912087912088
reconstruct-original-digits-from-english-Solution.originalDigits,72,19,4,5,0.2087912087912088
logger-rate-limiter-Logger2.shouldPrintMessage,73,18,2,7,0.1978021978021978
intersection-of-two-arrays-Solution3.intersection,74,17,3,6,0.18681318681318682
remove-methods-from-project-Solution.remainingMethods,74,17,2,7,0.18681318681318682
serialize-and-deserialize-bst-Codec.deserializeHelper,75,16,4,5,0.17582417582417584
encode-and-decode-tinyurl-Solution.getRand,76,15,2,7,0.16483516483516483
minimum-time-to-revert-word-to-initial-state-ii-Solution.minimumTimeToInitialState,76,15,3,6,0.16483516483516483
serialize-and-deserialize-n-ary-tree-Codec2.deserialize,80,11,2,7,0.12087912087912088
two-sum-iii-data-structure-design-TwoSum.find,80,11,4,5,0.12087912087912088
design-in-memory-file-system-FileSystem.split,82,9,3,6,0.0989010989010989
