blind_name,yes_yes,yes_no,no_yes,no_no,blind_rate
1644-CustomToken.CustomToken,1,23,9,95,0.9583333333333334
1721-StringYokes.zint_bytes32ToString,1,23,6,98,0.9583333333333334
1726-StringYokes.zint_bytes32ToString,1,23,5,99,0.9583333333333334
2418-Untitled.test,1,23,2,102,0.9583333333333334
603-wehome.transfer,1,23,7,97,0.9583333333333334
1291-MyToken.transfer,2,22,5,99,0.9166666666666666
1373-blockHashNotReturned.currentBlockHashCst,2,22,9,95,0.9166666666666666
1905-StringYokes.zint_bytes32ToString,2,22,5,99,0.9166666666666666
2521-MYCCToken.transfer,2,22,5,99,0.9166666666666666
2979-WhiteList.canTransfer,2,22,4,100,0.9166666666666666
3185-StarmidFreezeTokens.refundTokens,2,22,6,98,0.9166666666666666
3655-Factory.createPermissionsBot,2,22,4,100,0.9166666666666666
526-GetsBurned.BurnMe,2,22,7,97,0.9166666666666666
1851-secondContract.BirthdayBoyClickHere,3,21,13,91,0.875
2081-MyToken.transfer,3,21,9,95,0.875
2297-BITXMultiTransfer.multisend,3,21,12,92,0.875
2742-Hasher.hashLoop,3,21,11,93,0.875
4500-OrderString.getOrderString,3,21,5,99,0.875
5716-ViewBalances.checkBalances,3,21,10,94,0.875
5936-StringYokes.zint_convert,3,21,6,98,0.875
7540-LoeriadeNabidaz.pay,3,21,5,99,0.875
1138-Destroy.delegatecall_selfdestruct,4,20,7,97,0.8333333333333334
2946-SuicideContract.NukeContract,4,20,33,71,0.8333333333333334
3680-owner.transfer,4,20,16,88,0.8333333333333334
5958-VpaxContract.transferCoins,4,20,5,99,0.8333333333333334
6158-GongChuangToken.GongChuangToken,4,20,5,99,0.8333333333333334
7187-MyToken.transfer,4,20,9,95,0.8333333333333334
2015-AirDropContract.transfer,5,19,22,82,0.7916666666666666
2760-AirdropContract.send,5,19,14,90,0.7916666666666666
2844-InternalTxsTest.batch,5,19,15,89,0.7916666666666666
3829-ECRecovery.recover,5,19,17,87,0.7916666666666666
5255-SimpleStorage.add,5,19,11,93,0.7916666666666666
5957-StringUtils.indexOf,5,19,17,87,0.7916666666666666
60-MultiBuyer.buy,5,19,51,53,0.7916666666666666
761-MultiTransfer.transfer,5,19,11,93,0.7916666666666666
1004-Airdrop.doAirdrop,6,18,19,85,0.75
4479-cyberEntry2.cyberEntry2,6,18,13,91,0.75
449-Airdrop.multisend,6,18,14,90,0.75
1871-T_TOTAL.retrieve,7,17,9,95,0.7083333333333334
1947-MultiTransfer.MultiTransaction,7,17,13,91,0.7083333333333334
3129-test.record_human_readable_blockhash,7,17,37,67,0.7083333333333334
5787-Lottery.bid,7,17,16,88,0.7083333333333334
7041-Airdrop.drop,7,17,21,83,0.7083333333333334
733-DogeEthBountySplit2.withdraw,7,17,27,77,0.7083333333333334
931-ERC20Token.approveAndCall,7,17,21,83,0.7083333333333334
1127-HelloWorld.kill,8,16,16,88,0.6666666666666666
1863-StringLib.generateName,8,16,20,84,0.6666666666666666
2990-MultiMerkleMine.multiGenerate,8,16,46,58,0.6666666666666666
3368-GlobalTechToken.GlobalTechToken,8,16,24,80,0.6666666666666666
3490-RatForward.get,8,16,27,77,0.6666666666666666
4480-cyberEntry.enter,8,16,24,80,0.6666666666666666
4684-ercFwd.tokenFallback,8,16,21,83,0.6666666666666666
1967-CustomToken.CustomToken,9,15,24,80,0.625
1976-Airdropper.multisend,9,15,31,73,0.625
2273-Airdropper.multisend,9,15,24,80,0.625
2719-TenYearBet.publishConditions,9,15,17,87,0.625
2931-StringDump.emitEvent,9,15,7,97,0.625
450-EBU.transfer,9,15,27,77,0.625
5267-MultiTransfer.multiTransfer,9,15,17,87,0.625
5848-Airdropper.multisend,9,15,27,77,0.625
6323-ParaTransfer.superTransfer,9,15,45,59,0.625
1816-CustomToken.CustomToken,10,14,14,90,0.5833333333333334
2230-CustomToken.CustomToken,10,14,19,85,0.5833333333333334
2488-Airdropper.multisend,10,14,33,71,0.5833333333333334
2912-Airdropper.multisend,10,14,32,72,0.5833333333333334
3405-Airdropper.multisend,10,14,28,76,0.5833333333333334
3993-Giver.getToken,10,14,36,68,0.5833333333333334
4146-BitCronus.approveAndCall,10,14,30,74,0.5833333333333334
5444-Airdropper.multisend,10,14,28,76,0.5833333333333334
920-QuantumpayAirdropper.multisend,10,14,30,74,0.5833333333333334
4036-CustomToken.CustomToken,11,13,15,89,0.5416666666666666
4043-CustomToken.CustomToken,11,13,19,85,0.5416666666666666
5178-Rainmaker.letItRain,11,13,20,84,0.5416666666666666
6279-CustomToken.CustomToken,11,13,16,88,0.5416666666666666
