,cosine-similarity
100_CWE-918.py,0.9580
10_CWE-918.py,0.8290
11_CWE-918.py,0.8408
12_CWE-918.py,0.8408
13_CWE-918.py,0.9607
14_CWE-918.py,0.9607
15_CWE-918.py,0.9227
16_CWE-918.py,0.9227
17_CWE-918.py,0.9918
18_CWE-918.py,0.9918
19_CWE-918.py,0.9071
1_CWE-918.py,0.8608
20_CWE-918.py,0.9071
21_CWE-918.py,0.9703
22_CWE-918.py,0.9703
23_CWE-918.py,0.9020
24_CWE-918.py,0.9020
25_CWE-918.py,0.9802
26_CWE-918.py,0.9802
27_CWE-918.py,0.9839
28_CWE-918.py,0.9839
29_CWE-918.py,0.8996
2_CWE-918.py,0.8625
30_CWE-918.py,0.8996
31_CWE-918.py,0.9091
32_CWE-918.py,0.9091
33_CWE-918.py,0.9048
34_CWE-918.py,0.9048
35_CWE-918.py,0.9150
36_CWE-918.py,0.9150
37_CWE-918.py,0.9497
38_CWE-918.py,0.9497
39_CWE-918.py,0.9967
3_CWE-601.py,0.9890
40_CWE-918.py,0.9967
41_CWE-918.py,0.9054
42_CWE-918.py,0.9054
43_CWE-918.py,0.9470
44_CWE-918.py,0.9470
45_CWE-918.py,0.9394
46_CWE-918.py,0.9394
47_CWE-918.py,0.9776
48_CWE-918.py,0.9776
49_CWE-918.py,0.9169
4_CWE-601.py,0.9431
50_CWE-918.py,0.9169
51_CWE-918.py,0.9646
52_CWE-918.py,0.9646
53_CWE-918.py,0.8728
54_CWE-918.py,0.8728
55_CWE-918.py,0.9644
56_CWE-918.py,0.9644
57_CWE-918.py,0.9003
58_CWE-918.py,0.9003
59_CWE-918.py,0.9474
5_CWE-918.py,0.8948
60_CWE-918.py,0.9474
61_CWE-918.py,0.8652
62_CWE-918.py,0.8652
63_CWE-863.py,0.7662
64_CWE-863.py,0.8549
65_CWE-863.py,0.8904
66_CWE-203.py,0.8829
67_CWE-203.py,0.9017
68_CWE-601.py,0.8709
69_CWE-93.py,0.7545
6_CWE-918.py,0.8948
70_CWE-93.py,0.7121
71_CWE-93.py,0.8034
72_CWE-93.py,0.7110
73_CWE-93.py,0.7698
74_CWE-79.py,0.9309
75_CWE-918.py,0.9240
76_CWE-284.py,0.9240
77_CWE-918.py,0.8920
78_CWE-116.py,0.8943
79_CWE-918.py,0.8334
7_CWE-918.py,0.8077
80_CWE-601.py,0.9145
81_CWE-264.py,0.9271
82_CWE-78.py,0.7862
83_CWE-22.py,0.7862
84_CWE-352.py,0.8752
85_CWE-290.py,0.8866
86_CWE-835.py,0.8690
87_CWE-444.py,0.9344
88_CWE-79.py,0.9231
89_CWE-22.py,0.8307
8_CWE-918.py,0.8077
90_CWE-22.py,0.8307
91_CWE-918.py,0.8307
92_CWE-22.py,0.8987
93_CWE-22.py,0.8987
94_CWE-918.py,0.8987
95_CWE-79.py,0.8871
96_CWE-918.py,0.8589
97_CWE-918.py,0.8589
98_CWE-918.py,0.9140
99_CWE-918.py,0.9140
9_CWE-918.py,0.8290
min,0.7110
max,0.9967
mean,0.8999
