,cosine-similarity
100_CWE-918.py,0.9603
10_CWE-918.py,0.8410
11_CWE-918.py,0.8579
12_CWE-918.py,0.8579
13_CWE-918.py,0.9420
14_CWE-918.py,0.9420
15_CWE-918.py,0.9009
16_CWE-918.py,0.9009
17_CWE-918.py,0.9925
18_CWE-918.py,0.9925
19_CWE-918.py,0.9044
1_CWE-918.py,0.8947
20_CWE-918.py,0.9044
21_CWE-918.py,0.9720
22_CWE-918.py,0.9720
23_CWE-918.py,0.8671
24_CWE-918.py,0.8671
25_CWE-918.py,0.9864
26_CWE-918.py,0.9864
27_CWE-918.py,0.9625
28_CWE-918.py,0.9625
29_CWE-918.py,0.8878
2_CWE-918.py,0.8673
30_CWE-918.py,0.8878
31_CWE-918.py,0.9340
32_CWE-918.py,0.9340
33_CWE-918.py,0.8969
34_CWE-918.py,0.8969
35_CWE-918.py,0.9106
36_CWE-918.py,0.9106
37_CWE-918.py,0.9644
38_CWE-918.py,0.9644
39_CWE-918.py,0.9907
3_CWE-601.py,0.9931
40_CWE-918.py,0.9907
41_CWE-918.py,0.9123
42_CWE-918.py,0.9123
43_CWE-918.py,0.9348
44_CWE-918.py,0.9348
45_CWE-918.py,0.9223
46_CWE-918.py,0.9223
47_CWE-918.py,0.9851
48_CWE-918.py,0.9851
49_CWE-918.py,0.8878
4_CWE-601.py,0.9470
50_CWE-918.py,0.8878
51_CWE-918.py,0.9799
52_CWE-918.py,0.9799
53_CWE-918.py,0.8392
54_CWE-918.py,0.8392
55_CWE-918.py,0.9492
56_CWE-918.py,0.9492
57_CWE-918.py,0.9136
58_CWE-918.py,0.9136
59_CWE-918.py,0.9646
5_CWE-918.py,0.9141
60_CWE-918.py,0.9646
61_CWE-918.py,0.8169
62_CWE-918.py,0.8169
63_CWE-863.py,0.7476
64_CWE-863.py,0.8613
65_CWE-863.py,0.8869
66_CWE-203.py,0.9077
67_CWE-203.py,0.9191
68_CWE-601.py,0.8611
69_CWE-93.py,0.7687
6_CWE-918.py,0.9141
70_CWE-93.py,0.6874
71_CWE-93.py,0.7880
72_CWE-93.py,0.7802
73_CWE-93.py,0.7583
74_CWE-79.py,0.9565
75_CWE-918.py,0.9704
76_CWE-284.py,0.9704
77_CWE-918.py,0.8549
78_CWE-116.py,0.8485
79_CWE-918.py,0.8276
7_CWE-918.py,0.8206
80_CWE-601.py,0.9056
81_CWE-264.py,0.9565
82_CWE-78.py,0.7616
83_CWE-22.py,0.7616
84_CWE-352.py,0.9199
85_CWE-290.py,0.9079
86_CWE-835.py,0.8701
87_CWE-444.py,0.9550
88_CWE-79.py,0.9389
89_CWE-22.py,0.7727
8_CWE-918.py,0.8206
90_CWE-22.py,0.7727
91_CWE-918.py,0.7727
92_CWE-22.py,0.8491
93_CWE-22.py,0.8491
94_CWE-918.py,0.8491
95_CWE-79.py,0.9364
96_CWE-918.py,0.8872
97_CWE-918.py,0.8872
98_CWE-918.py,0.9268
99_CWE-918.py,0.9268
9_CWE-918.py,0.8410
min,0.6874
max,0.9931
mean,0.8977
